value,type,context,source,date
159[.]100[.]6[.]69,ip,CyberAv3ngers operational IP (defanged),https://claroty.com/team82/research/inside-a-new-ot-iot-cyber-weapon-iocontrol,2024-12-13
tylarion867mino[.]com,domain,CyberAv3ngers C2/masquerading domain (defanged),https://claroty.com/team82/research/inside-a-new-ot-iot-cyber-weapon-iocontrol,2024-12-13
uuokhhfsdlk[.]tylarion867mino[.]com,domain,CyberAv3ngers C2/masquerading domain (defanged),https://claroty.com/team82/research/inside-a-new-ot-iot-cyber-weapon-iocontrol,2024-12-13
1b39f9b2b96a6586c4a11ab2fdbff8fdf16ba5a0ac7603149023d73f33b84498,hash,CyberAv3ngers sample hash,https://claroty.com/team82/research/inside-a-new-ot-iot-cyber-weapon-iocontrol,2024-12-13
