value,type,context,source,date
64[.]235[.]60[.]123,ip,Tortoiseshell operational IP (defanged),https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
64[.]235[.]39[.]45,ip,Tortoiseshell operational IP (defanged),https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
f71732f997c53fa45eef5c988697eb4aa62c8655d8f0be3268636fc23addd193,hash,Tortoiseshell sample hash,https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
02a3296238a3d127a2e517f4949d31914c15d96726fb4902322c065153b364b2,hash,Tortoiseshell sample hash,https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
07d123364d8d04e3fe0bfa4e0e23ddc7050ef039602ecd72baed70e6553c3ae4,hash,Tortoiseshell sample hash,https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
d9ac9c950e5495c9005b04843a40f01fa49d5fd49226cb5b03a055232ffc36f3,hash,Tortoiseshell sample hash,https://www.crowdstrike.com/en-us/adversaries/imperial-kitten/,2023-11-09
