value,type,context,source,date
active-az-status795[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
active-internal-log65[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
active-internal-logs[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
active-intranet-logs[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
connect-acc-492[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
connect-acl-492[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
infrasync-ac372[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
intra-az-check-status45[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
intra-az-check-status675[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
intra-az-status45[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
intra-az-status795[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
mso-internal-log65[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
mso-internal-logs[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
mso-intranet-logs[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nx425-win4945[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nx4542-win4957[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nxlog-crash-1567[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nxlog-win-1567[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nxversion-win-1567[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
nxversion-win32-1127[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
snare-core[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
vcphone-ms[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
vm-ticket-svc[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
vm-tools-svc[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
vmware-health-ms[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
automationagencybusiness[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
developercodepro[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
developercodevista[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
dreamtiniventures[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
fdtsprobusinesssolutions[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
masterflexiblecloud[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
storagewiz[.]co[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
swifttiniventures[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
thecloudappbox[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
browsercheckap[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
queuetestapplication[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
skyticketgrant[.]azurewebsites[.]net,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
codesparkle[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
fdtsprobusinesssolutions[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
fdtsprobusinesssolutions[.]northeurope[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
storageboxcloud[.]northeurope[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
swiftcode[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
terratechworld[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
thestorageboxcloud[.]northeurope[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
thevaultapp[.]westus3[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
thevaultspace[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
customerlistchange[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
airlinecontrolsite[.]uaenorth[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
airlinecontrolsite[.]westus3[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
airseatregister[.]eastus[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
airseatsregister[.]qatarcentral[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
airseatsregistering[.]qatarcentral[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
mydocs[.]qatarcentral[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
hserbhh43[.]westus3[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
overqatfa[.]northeurope[.]cloudapp[.]azure[.]com,domain,UNC1549 C2/masquerading domain (defanged),https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
10f16991665df69d1ccd5187e027cf3d,hash,UNC1549 sample hash,https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
b2bd275f97cb95c7399065b57f90bb6c,hash,UNC1549 sample hash,https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
b19bdfda0cd8e50f7b5968d39aa31449a9cf9b85b8d7e00e19400cf5734f70bf,hash,UNC1549 sample hash,https://cloud.google.com/blog/topics/threat-intelligence/suspected-iranian-unc1549-targets-israel-middle-east,
